,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
371,"{'dbespiatykh', 'Ellis-Anderson', 'IuriyLeb', 'winfrednyoroka', 'JaneNjeri', 'enezermjema', 'arcadianlyric', 'kosolapova', 'Tendo1434'}","{'CGI-stLFR', 'IuriyLeb', 'dbespiatykh', 'enezermjema'}","{'dbespiatykh/TBvar/1', 'IuriyLeb/drosophila_project/1', 'CGI-stLFR/CGI_WGS_Pipeline/2', 'enezermjema/Mini-project-group-06/1'}",9.0,4.0,6.0,4.0,['sortgff']
372,"{'Lodewic', 'rblemma', 'roshnipatel', 'skelviper', 'redekarnr'}","{'Lodewic', 'rblemma', 'roshnipatel', 'skelviper', 'NCBR-FNLCR'}","{'Lodewic/schiphol-assignment/1', 'roshnipatel/LocalAncestry/1', 'NCBR-FNLCR/Long-read-genome-assembly/1', 'rblemma/K562_Myb_ChIP-seq/1', 'skelviper/BubbleCluster/1'}",5.0,5.0,22.0,5.0,['ANACONDA']
373,"{'sevance', 'elimoss', 'jribado', 'samnooij', 'mberacochea', 'skinmicrobiome', 'cosnicolaou', 'navajain', 'bsiranosian', 'bfremin', 'tamburinif', 'sskashaf'}","{'Finn-Lab', 'samnooij', 'skinmicrobiome', 'liluacrobat', 'bhattlab'}","{'Finn-Lab/MAG_Snakemake_wf/7', 'skinmicrobiome/skin_MAGs/1', 'Finn-Lab/skin_microbiome/1', 'liluacrobat/Shotgun_inStrain/13', 'bhattlab/bhattlab_workflows/13', 'samnooij/FECBUD_reference-free_analysis/1'}",12.0,5.0,7.0,6.0,['Mash']
374,"{'jbloom', 'MeHelmy'}","{'jbloom', 'MeHelmy'}","{'MeHelmy/covid-pipeline/1', 'jbloom/SARS-CoV-2_Shen_et_al/1'}",2.0,2.0,3.0,2.0,"['SAMtools', 'AIVAR']"
375,{'fcarelli'},{'fcarelli'},"{'fcarelli/glre/8', 'fcarelli/glre/5', 'fcarelli/glre/7', 'fcarelli/glre/6', 'fcarelli/glre/12', 'fcarelli/glre/11'}",1.0,1.0,6.0,6.0,"['fastafrombed', 'MEME']"
376,"{'masterSplinter01', 'w-bonelli', 'dfguan'}","{'dfguan', 'van-der-knaap-lab', 'masterSplinter01'}","{'van-der-knaap-lab/varitome-variant-calling/2', 'masterSplinter01/biopipeline/1', 'dfguan/vcpipe/1'}",3.0,3.0,3.0,3.0,['mQC']
377,"{'sztankatt', 'lig050129', 'fedxa'}","{'sztankatt', 'dlsrnsi', 'fedxa'}","{'sztankatt/brandeis-secondment/4', 'fedxa/RPF_pipeline/1', 'dlsrnsi/snakemake_tutorial/1'}",3.0,3.0,4.0,3.0,['TopHat']
378,"{'qfort', 'Tina04021997', 'QiangTU', 'evodify', 'yahan9416', 'mauerjh', 'fcarelli', 'andreashoek', 'mengxiao', 'JihedC', 'nuan604', 'deto', 'sorjuela', 'KXami2b2021', 'HanqingZhao97', 'naveen584', 'pablo-gar', 'a-lud', 'hellosoni', 'ashwin-s-ranade', 'RuiyangLiu94', 'rmagoglia', 'williamjeong2', 'gonzalobenegas', 'ChaimaeEH', 'chenfeiwang', 'leboralli', 'khembach', 'MarineP-IODAA', 'YutingPKU', 'DivyaGSun', 'emorice', 'ccwang002', 'mistyskye', 'sztankatt', 'kernco', 'Exenter', 'csoneson', 'ACSoupir', 'crazyhottommy', 'PaulineTurk', 'petercombs', 'daisyhan97', 'markrobinsonuzh', 'Marie-LB', 'baigal628', 'xuzhougeng', 'ziningchen', 'taoliu', 'fionarhuang', 'liulab-dfci', 'tkanholm', 'kkchau', 'MaryESavino', 'yeroslaviz', 'andrewmlynn', 'anthony-moreau', 'mgalland', 'kauralasoo', 'cgob', 'DongqingSun96', 'xindong95', 'mcornwell1957', 'jimmybgammyknee', 'kant', 'sebpott', 'vangalamaheshh', 'yss1', 'franskloet', 'carissableker', 'tijsbliek', 'cesaake', 'Jessiesss', 'cjsifuen', 'CharlotteAnne', 'Mira0507', 'AlecJacobsen', 'vinay-swamy', 'github-classroom[bot]', 'cvoinot', 'mdjaffardjy', 'DongqingSun', 'aryarm', 'thw17', 'relorbany'}","{'hanfeisun', 'qfort', 'Tina04021997', 'leboralli', 'sebpott', 'YutingPKU', 'emorice', 'sztankatt', 'xuzhougeng', 'kernco', 'fcarelli', 'andreashoek', 'Exenter', 'csoneson', 'TheFraserLab', 'UofABioinformaticsHub', 'liulab-dfci', 'tkanholm', 'kkchau', 'cjsifuen', 'deto', 'ACSoupir', 'ahryho', 'Mira0507', 'yeroslaviz', 'vinay-swamy', 'LynnGroup-SCIS-JNU', 'd3b-center', 'jtpoirier', 'pablo-gar', 'petercombs', 'anthony-moreau', 'hellosoni', 'luslab', 'ashwin-s-ranade', 'songlab-cal', 'mdjaffardjy', 'aryarm', 'mgalland', 'kauralasoo', 'cgob', 'ding-lab', 'BF528', 'LUDC-bioinformatics', 'williamjeong2', 'xindong95', 'BleekerLab', 'thw17', 'relorbany'}","{'sebpott/dropseq_pipeline/2', 'anthony-moreau/hackaton-ACKP/1', 'sebpott/dropseq_pipeline/1', 'deto/Snakemake_Tutorial/1', 'leboralli/pipeline_ncrna/1', 'qfort/Projet_reprohackaton/1', 'luslab/psiclip/2', 'kernco/deg_pipeline/1', 'xuzhougeng/auto_sra_rnaseq_pipeline/1', 'vinay-swamy/ocular_transcriptomes_pipeline/1', 'Mira0507/snakemake_star/1', 'BleekerLab/snakemake_rnaseq/1', 'YutingPKU/Bulk_RNA-Seq_Workflow_Snakemake/3', 'hanfeisun/viper-rnaseq/1', 'yeroslaviz/bcfngs_Mapping_automation/7', 'mgalland/neurofjacobs/2', 'BF528/project-3-lava-lamp/1', 'yeroslaviz/bcfngs_Mapping_automation/4', 'cgob/codonDT_snakemake/1', 'ashwin-s-ranade/creating-count-matrix/1', 'emorice/RNASeq_example/1', 'yeroslaviz/bcfngs_Mapping_automation/2', 'yeroslaviz/bcfngs_Mapping_automation/5', 'ding-lab/HTAN_bulkRNA_expression/1', 'jtpoirier/proteomegenerator/1', 'ahryho/snakemake-tutorial/4', 'LUDC-bioinformatics/SMC_MYOCD/1', 'csoneson/ARMOR/1', 'BleekerLab/genotype_from_rnaseq/1', 'songlab-cal/scquint/7', 'fcarelli/glre/11', 'ACSoupir/SnakeMake/1', 'hellosoni/finalproject/1', 'williamjeong2/snakemake_RNA-seq/1', 'kkchau/RNAseq_Pipeline/4', 'mdjaffardjy/reprohackaton_2021/3', 'pablo-gar/somatic_mutations_GTEx/9', 'ahryho/snakemake-tutorial/8', 'Tina04021997/How-to-RNAseq/1', 'kauralasoo/macrophage-tuQTLs/3', 'xindong95/DEAP/2', 'ding-lab/CPTAC3_splicing/1', 'LynnGroup-SCIS-JNU/SnakeVar/1', 'UofABioinformaticsHub/RNAseq_snakemake/1', 'sztankatt/brandeis-secondment/5', 'Exenter/Comparing-two-RNAseq-analysis-tools-STAR-vs-Kallisto/1', 'fcarelli/glre/12', 'williamjeong2/snakemake_RNA-seq/2', 'petercombs/dicty/1', 'luslab/psiclip/1', 'Mira0507/snakemake_alignment/1', 'sebpott/dropseq_pipeline/3', 'yeroslaviz/bcfngs_Mapping_automation/6', 'leboralli/pipeline_ncrna/2', 'mdjaffardjy/reprohackaton_2021/1', 'deto/Snakemake_Tutorial/2', 'andreashoek/wasp/1', 'TheFraserLab/Agoglia_HumanChimpanzee2020/1', 'cjsifuen/Basic-Bulk-RNA-seq-Workflow/1', 'liulab-dfci/MAESTRO/5', 'thw17/Rupp_etal_Anole_DosageCompensation/1', 'relorbany/Exp1_prelim_analysis/1', 'yeroslaviz/bcfngs_Mapping_automation/1', 'tkanholm/snakemake_pipelines/1', 'yeroslaviz/bcfngs_Mapping_automation/3', 'aryarm/as_analysis/2', 'mdjaffardjy/reprohackaton_2021/2', 'd3b-center/diseaseXpress-pipeline/1'}",85.0,49.0,142.0,68.0,['STAR']
379,{'bettybliu'},{'bettybliu'},{'bettybliu/snakeATAC-singularity/1'},1.0,1.0,1.0,1.0,['BTEVAL']
380,{'tkanholm'},{'tkanholm'},{'tkanholm/snakemake_pipelines/1'},1.0,1.0,1.0,1.0,['Telescope']
381,"{'robinvanderlee', 'jaimicore'}",{'jaimicore'},{'jaimicore/JASPAR_2020/4'},2.0,1.0,1.0,1.0,['GIV']
382,"{'fburic', 'franciscozorrilla'}",{'franciscozorrilla'},"{'franciscozorrilla/metaGEM/1', 'franciscozorrilla/metaGEM/3'}",2.0,1.0,2.0,2.0,['Cgrid']
383,{'fcarelli'},{'fcarelli'},"{'fcarelli/glre/18', 'fcarelli/glre/37', 'fcarelli/glre/25'}",1.0,1.0,24.0,3.0,"['SAMtools', 'bedGraphToBigWig']"
384,{'ninsch3000'},{'zavolanlab'},{'zavolanlab/polyAsite_workflow/1'},1.0,1.0,1.0,1.0,['cshl_fastx_reverse_complement']
385,"{'annazhukova', 'amholtz', 'fredericlemoine'}","{'amholtz', 'evolbioinfo'}","{'evolbioinfo/phylocovid/3', 'evolbioinfo/HIV1-CRF19_Cuba/2', 'evolbioinfo/HIV1-CRF19_Cuba/4', 'evolbioinfo/zika_Vietnam/1', 'evolbioinfo/zika_Vietnam/3', 'amholtz/snakemake_rabies/3', 'amholtz/snakemake_rabies/1', 'amholtz/snakemake_rabies/2', 'evolbioinfo/phylocovid/5'}",3.0,2.0,12.0,9.0,['goalign']
386,"{'cmkobel', 'MalbertRogers', 'boasvdp', 'groodri', 'OliverH2020', 'aschuerch'}","{'cmkobel', 'aschuerch', 'boasvdp'}","{'boasvdp/COMBAT/3', 'aschuerch/bactofidia/1', 'cmkobel/assemblycomparator2/1'}",6.0,3.0,4.0,3.0,['MLST']
387,"{'bsennblad', 'johnne'}",{'NBISweden'},{'NBISweden/LTS-A_Andersson_2010-MASCSEQ/1'},2.0,1.0,1.0,1.0,['dammit']
388,"{'alexpcheng', 'liulab-dfci', 'baigal628', 'chenfeiwang', 'QiangTU', 'kant', 'crazyhottommy', 'kpalin', 'DongqingSun', 'taoliu', 'lculibrk', 'DongqingSun96', 'mengxiao', 'dustinbleile', 'nuan604'}","{'alexpcheng', 'liulab-dfci', 'lculibrk', 'kpalin'}","{'kpalin/VirusIntegrationFinder/1', 'liulab-dfci/MAESTRO/4', 'lculibrk/Ploidetect-pipeline/1', 'alexpcheng/bisulfite_cfDNA/2'}",15.0,4.0,4.0,4.0,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'BEDTools']"
389,{'mwort'},{'mwort'},{'mwort/snakemake_grass/2'},1.0,1.0,1.0,1.0,['pcaMethods']
390,{'Terkild'},{'Terkild'},"{'Terkild/CITE-seq_optimization/1', 'Terkild/CITE-seq_optimization/3', 'Terkild/CITE-seq_optimization/2'}",1.0,1.0,8.0,3.0,['gfkb']
391,"{'scottgigante', 'bsipos', 'wdecoster', 'endrebak'}","{'scottgigante', 'wdecoster', 'nanoporetech'}","{'scottgigante/haplotyped-methylome/6', 'wdecoster/methplotlib/1', 'nanoporetech/pipeline-polya-ng/1'}",4.0,3.0,6.0,3.0,['nanopolish']
392,"{'hsigeman', 'Bella2347', 'GSalma', 'Oli4', 'guyov1', 'xiamaz', 'visze', 'jakob-he', 'la60312'}","{'PEDIA-Charite', 'Bella2347'}","{'Bella2347/snakemake-sex-chr/1', 'PEDIA-Charite/PEDIA-workflow/1'}",9.0,2.0,2.0,2.0,"['VCFtools', 'BCFtools']"
393,{'dfloresDIL'},{'dfloresDIL'},"{'dfloresDIL/MEGA/3', 'dfloresDIL/MEGA/2', 'dfloresDIL/MEGA/1'}",1.0,1.0,3.0,3.0,"['Minimap2', 'SAMtools', 'Picard']"
394,"{'mikheyev', 'GeorgeRamaniuk', 'icaromsc', 'ia327', 'z-sector', 'Tobi1kenobi', 'jasminesmn', 'kdm9', 'bricoletc', 'mwcrepeau', 'bergeycm', 'stevenpastor', 'percyfal', 'fabiopuddu', 'dantaki', 'IgnatiusPang', 'Shmuppel', 'olledejong', 'razielar', 'chuckzzzz', 'reedacartwright'}","{'kdm9', 'olledejong', 'fabiopuddu', 'mwcrepeau', 'z-sector', 'Tobi1kenobi', 'IgnatiusPang', 'csbl-inovausp', 'dantaki', 'iqbal-lab-org', 'chuckzzzz', 'jasminesmn', 'razielar', 'stevenpastor', 'MaevaTecher', 'bergeylab', 'percyfal', 'Shmuppel'}","{'razielar/Identification-of-de-novo-lncRNA-genes/1', 'iqbal-lab-org/paper_gramtools_nesting/5', 'iqbal-lab-org/paper_gramtools_nesting/1', 'mwcrepeau/snakemake_kubernetes_test/1', 'Shmuppel/diagnostic-genome-analysis/10', 'iqbal-lab-org/paper_gramtools_nesting/8', 'dantaki/snakemake_tutorial/1', 'olledejong/Snakemake-Pipeline/1', 'Shmuppel/diagnostic-genome-analysis/3', 'iqbal-lab-org/paper_gramtools_nesting/2', 'Tobi1kenobi/snakemake-workshop/3', 'stevenpastor/snakemake-exome-workflow/1', 'chuckzzzz/snake_make_tutorial/1', 'kdm9/2020_snakemake-workshop/1', 'razielar/Identification-of-de-novo-lncRNA-genes/2', 'percyfal/pytest-ngsfixtures/1', 'bergeylab/simple-snakemake-example/1', 'MaevaTecher/varroa-host-jump/1', 'fabiopuddu/augur-fermentorum/8', 'IgnatiusPang/Snakemake_Demo/1', 'razielar/Identification-of-de-novo-lncRNA-genes/3', 'jasminesmn/Snakemake/1', 'csbl-inovausp/snakemake_lab_training/1', 'z-sector/stepik_snakemake/1'}",21.0,18.0,24.0,24.0,"['SAMtools', 'BCFtools']"
395,"{'alliblk', 'nandsra21', 'huddlej'}",{'blab'},"{'blab/cartography/8', 'blab/cartography/5'}",3.0,1.0,2.0,2.0,['PCA']
396,{'Jingyu-Fan'},{'Jingyu-Fan'},{'Jingyu-Fan/imputed_cistrome/1'},1.0,1.0,2.0,1.0,"['AMModels', 'rMotif']"
397,{'CharlotteAnne'},{'luslab'},"{'luslab/psiclip/1', 'luslab/psiclip/2'}",1.0,1.0,2.0,2.0,"['BEDTools', 'TEMP']"
398,{'pirovc'},{'pirovc'},{'pirovc/ganon_benchmark/1'},1.0,1.0,1.0,1.0,['peakC']
399,{'boulund'},{'boulund'},{'boulund/iceman_analysis/1'},1.0,1.0,1.0,1.0,['MapDamage']
400,{'roshnipatel'},{'roshnipatel'},{'roshnipatel/LocalAncestry/1'},1.0,1.0,7.0,1.0,"['BCFtools', 'BCFtools', 'ANACONDA']"
401,"{'petercombs', 'markrobinsonuzh', 'carissableker', 'bettybliu', 'sorjuela', 'khembach', 'fcarelli', 'csoneson', 'kauralasoo', 'fionarhuang', 'deanpettinga'}","{'petercombs', 'bettybliu', 'fcarelli', 'csoneson', 'kauralasoo', 'deanpettinga'}","{'fcarelli/glre/38', 'bettybliu/snakeATAC-singularity/1', 'deanpettinga/ecc_workflow/1', 'csoneson/ARMOR/1', 'petercombs/dicty/1', 'kauralasoo/macrophage-tuQTLs/2'}",11.0,6.0,15.0,6.0,"['BEDTools', 'bedGraphToBigWig']"
402,{'annazhukova'},{'evolbioinfo'},{'evolbioinfo/HIV1-CRF19_Cuba/2'},1.0,1.0,1.0,1.0,['jpHMM']
403,"{'conchoecia', 'wrf'}",{'conchoecia'},{'conchoecia/hormiphora/1'},2.0,1.0,1.0,1.0,"['SAMtools', 'seqtk']"
404,"{'cmkobel', 'OliverH2020'}",{'cmkobel'},{'cmkobel/assemblycomparator2/1'},2.0,1.0,1.0,1.0,"['Prokka', 'CRISPRseek', 'scds', 'UniqueProt']"
405,"{'liulab-dfci', 'baigal628', 'chenfeiwang', 'QiangTU', 'kant', 'crazyhottommy', 'DongqingSun', 'taoliu', 'mengxiao', 'DongqingSun96', 'nuan604'}",{'liulab-dfci'},{'liulab-dfci/MAESTRO/4'},11.0,1.0,1.0,1.0,"['MAESTRO', 'SAMtools']"
406,"{'amedina-liigh', 'jvanheld', 'robinvanderlee', 'jaimicore', 'guillaumecharbonnier', 'arielgalindoalbarran'}","{'arielgalindoalbarran', 'jaimicore'}","{'arielgalindoalbarran/Epromoters/4', 'jaimicore/JASPAR_2020/6', 'jaimicore/JASPAR_2020/1', 'jaimicore/JASPAR_2020/5', 'jaimicore/JASPAR_2020/3', 'jaimicore/JASPAR_2020/7', 'jaimicore/JASPAR_2020/2', 'jaimicore/Epromoters/4'}",6.0,2.0,14.0,8.0,['convert-matrix']
407,"{'flying-sheep', 'rmcolq', 'laelbarlow', 'lachlandeer', 'khdusenbury', 'fmarotta', 'Magiduck', 'athalexiou', 'mwort', 'alexstaritsky', 'dmvandenberg', 'vyepez88', 'skhilton', 'jhavensHMC', 'aineniamh', 'lgruen', 'Hoeze', 'dependabot[bot]', 'jrhawley', 'MuhammedHasan', 'rm93', 'aminaddetia', 'c-mertes', 'amberr098', 'gummystick', 'nickjstevens', 'brechtmann', 'jahnl', 'ajgreaney', 'Mass23', 'jbloom', 'tylernstarr', 'rr39943', 'agata-sm', 'rarey', 'susheelbhanu', 'mumichae'}","{'rmcolq', 'laelbarlow', 'lachlandeer', 'fmarotta', 'Magiduck', 'futureprof2', 'athalexiou', 'mwort', 'dmvandenberg', 'LupienLab', 'jhavensHMC', 'aineniamh', 'populationgenomics', 'jbloomlab', 'rm93', 'theislab', 'amberr098', 'gummystick', 'nickjstevens', 'Mass23', 'rr39943', 'gagneurlab', 'agata-sm', 'mumichae'}","{'fmarotta/bioinfoconda/1', 'agata-sm/piRNA-seq_pipeline/1', 'mumichae/backsplice_code/1', 'laelbarlow/typhaon/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_RBD-nano-vax-NHP1/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_LY-CoV555/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_Rockefeller/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_COV2-2955/1', 'jbloomlab/SARSr-CoV_homolog_survey/1', 'jbloomlab/SARS-CoV-2-RBD_B.1.351/1', 'amberr098/snakemakeOWE11/1', 'futureprof2/artic-noro/2', 'rr39943/pop_density-edu_level/1', 'jbloomlab/SARS-CoV-2-RBD_DMS/1', 'agata-sm/5433_read_processing_pipelines/2', 'jbloomlab/SARS-CoV-2-RBD_MAP_Crowe_antibodies/1', 'rmcolq/rampart-coi/1', 'Magiduck/EindopdrachtOWE11/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_Vir_mAbs/1', 'LupienLab/pipeline-bisulfite-sequencing/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_AZ_Abs/1', 'gummystick/snakemake/1', 'dmvandenberg/Snakemake-course-11/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_minibinders/1', 'aineniamh/artic-noro/3', 'rm93/Awesome-Workflow/1', 'mwort/snakemake_grass/2', 'jbloomlab/SARS-CoV-2-RBD_MAP_S2K146/1', 'gagneurlab/ALS-kaggle/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_HAARVI_sera/1', 'agata-sm/5433_read_processing_pipelines/1', 'nickjstevens/analysis-workflow/1', 'populationgenomics/utr-variants/1', 'Mass23/EUCI_microbiome/5', 'jbloomlab/SARSr-CoV_RBD_MAP/1', 'theislab/bartseq-pipeline/1', 'athalexiou/DIANA-RSeq/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_clinical_Abs/1', 'aineniamh/artic-noro/2', 'futureprof2/artic-noro/3', 'jbloomlab/SARS-CoV-2-RBD_MAP_Ellebedy_Abs/1', 'jbloomlab/SARS-CoV-2-RBD_MAP_Moderna/1', 'jhavensHMC/sciATAC/4', 'lachlandeer/angrist-krueger-1991/1'}",37.0,24.0,49.0,44.0,['Snakemake']
408,{'fcarelli'},{'fcarelli'},{'fcarelli/glre/18'},1.0,1.0,2.0,1.0,['dan']
409,{'Kirovez'},{'Kirovez'},{'Kirovez/NanoCasTE/1'},1.0,1.0,1.0,1.0,"['Minimap2', 'SAMtools', 'BamTools']"
410,"{'kapelletier', 'fburic', 'franciscozorrilla', 'niekh-13', 'cmkobel', 'Tu6ka', 'shigdon', 'tatumdmortimer', 'vangalamaheshh', 'sorenwacker', 'maxlcummins', 'OliverH2020', 'boasvdp'}","{'franciscozorrilla', 'niekh-13', 'cmkobel', 'shigdon', 'dst-umms', 'gradlab', 'maxlcummins'}","{'maxlcummins/pipelord/10', 'franciscozorrilla/metaGEM/2', 'niekh-13/phylogenetic_workflows/2', 'shigdon/snakemake_lactococcus/1', 'maxlcummins/pipelord/11', 'dst-umms/MAMBA/11', 'cmkobel/assemblycomparator2/1', 'franciscozorrilla/metaGEM/1', 'gradlab/lsarp_gwas/1', 'shigdon/snakemake_mucilage-isolates/1'}",13.0,7.0,12.0,10.0,['Roary']
411,"{'sevance', 'elimoss', 'jribado', 'cosnicolaou', 'navajain', 'bsiranosian', 'bfremin', 'tamburinif'}","{'liluacrobat', 'bhattlab'}","{'bhattlab/bhattlab_workflows/15', 'liluacrobat/Shotgun_inStrain/15'}",8.0,2.0,2.0,2.0,"['vt', 'vt', 'BCFtools', 'BCFtools', 'BCFtools']"
412,{'0mician'},{'LoGT-KULeuven'},{'LoGT-KULeuven/y2h_Bam35-Bt_analysis/1'},1.0,1.0,1.0,1.0,"['BWA', 'SAMtools', 'SAMtools', 'BEDTools']"
413,"{'jennahd', 'alexzaccaron', 'tijeco', 'halexand', 'waglecn', 'jffcole7'}","{'jennahd', 'alexzaccaron', 'tijeco', 'halexand', 'waglecn'}","{'alexzaccaron/2021_enec_mt/6', 'halexand/BUSCO-MAG-Phylogeny/1', 'tijeco/FUSTr/7', 'jennahd/HGT_trees/1', 'tijeco/FUSTr/3', 'alexzaccaron/2021_pms_mt/4', 'waglecn/helD_search/1', 'tijeco/FUSTr/1', 'tijeco/FUSTr/6'}",6.0,5.0,10.0,9.0,['trimAl']
414,"{'mikheyev', 'laseaman', 'philippmuench', 'vaquerizaslab', 'gartician', 'liz-is', 'mzapatka', 'peterch405', 'biopig', 'bricoletc', 'jessicalumian', 'jakevc', 'bettybliu', 'JDKling', 'dilworthlab', 'timodonnell', 'laserson', 'alimadani', 'nandankita', 'hchyang', 'sfletc', 'jrhawley', 'dijashis', 'wdeleeuw', 'ashwini06', 'seb-mueller', 'cmuyehara', 'mlweilert', 'icelu', 'linsalrob', 'ajtock', 'petercombs', 'hbandukw', 'agata-sm', 'leahkemp', 'samnooij', 'snystrom', 'desireetillo', 'reedacartwright'}","{'laseaman', 'philippmuench', 'vaquerizaslab', 'lasersonlab', 'mzapatka', 'mgildea87', 'kmgibson', 'biopig', 'jessicalumian', 'bettybliu', 'JDKling', 'LupienLab', 'dilworthlab', 'maxsonBraunLab', 'hchyang', 'bioxfu', 'dijashis', 'ashwini06', 'recombinationlab', 'seb-mueller', 'Carroll-Lab', 'UvA-MAD', 'mlweilert', 'linsalrob', 'ajtock', 'petercombs', 'agata-sm', 'leahkemp', 'samnooij', 'iqbal-lab-org', 'snystrom', 'MaevaTecher', 'desireetillo'}","{'bioxfu/ChIP-Seq/2', 'kmgibson/FONTANA/3', 'linsalrob/atavide/10', 'hchyang/PSiTE/1', 'agata-sm/piRNA-seq_pipeline/1', 'bettybliu/snakeATAC-singularity/1', 'mgildea87/CUT-RUN/1', 'ashwini06/chipseq_pipeline/2', 'iqbal-lab-org/paper_gramtools_nesting/8', 'UvA-MAD/NGS-pipelines/2', 'biopig/chip-seq.snakemake/1', 'JDKling/Syn_microdiversity/1', 'desireetillo/CTCF_CutAndRun21/1', 'leahkemp/testing_seattleflu_assembly/3', 'mgildea87/ChIPseq/1', 'Carroll-Lab/can_seq/1', 'philippmuench/OligoMM-report-v2/1', 'agata-sm/5433_read_processing_pipelines/2', 'dijashis/TP_WORKFLOW_SNAKEMAKE/1', 'iqbal-lab-org/paper_gramtools_nesting/7', 'dilworthlab/CnT_pipeline_snakemake/1', 'jessicalumian/fryxell-phormidium/1', 'recombinationlab/sciL3Pipe/1', 'mgildea87/CHROME_ChIPseq/1', 'mzapatka/p-dip/1', 'hchyang/PSiTE/2', 'bioxfu/ChIP-Seq/1', 'maxsonBraunLab/hint-atac-old/1', 'LupienLab/pipeline-chromatin-accessibility/5', 'petercombs/dicty/1', 'MaevaTecher/varroa-host-jump/1', 'linsalrob/atavide/11', 'mlweilert/chipnexus-processing-scripts/1', 'agata-sm/5433_read_processing_pipelines/1', 'lasersonlab/phip-stat/3', 'seb-mueller/snakemake_sRNAseq/1', 'maxsonBraunLab/cutAndQC---old/1', 'ajtock/Wheat_DMC1_ASY1_paper/4', 'leahkemp/testing_seattleflu_assembly/4', 'vaquerizaslab/Ing-Simmons_et_al_dorsoventral_3D_genome/4', 'leahkemp/testing_seattleflu_assembly/1', 'vaquerizaslab/Ing-Simmons_et_al_dorsoventral_3D_genome/3', 'laseaman/odsc_snakemake_tutorial/1', 'snystrom/faire-pipeline/1', 'samnooij/FECBUD_reference-free_analysis/1', 'leahkemp/testing_seattleflu_assembly/2'}",39.0,33.0,52.0,46.0,"['Bowtie', 'SAMtools', 'SAMtools']"
415,{'JyotiDalal93'},{'JyotiDalal93'},{'JyotiDalal93/bioinformatics_pipeline_ngs/1'},1.0,1.0,1.0,1.0,['contaminationX']
416,{'vodkatad'},{'vodkatad'},{'vodkatad/snakegatk/13'},1.0,1.0,1.0,1.0,"['BCFtools', 'BEDTools']"
417,"{'leboralli', 'XianXin0418', 'yss1', 'sagrudd', 'bsennblad', 'conchoecia', 'lparsons', 'mauerjh', 'sanjapriselac', 'fcarelli', 'anilthanki', 'StephenRicher', 'wrf', 'johnne', 'vinay-swamy', 'martynakgajos', 'petercombs', 'vindarbot', 'bsipos', 'kauralasoo', 'gonzalobenegas'}","{'petercombs', 'lparsons', 'songlab-cal', 'vindarbot', 'leboralli', 'rmtsoa', 'sanjapriselac', 'TGAC', 'fcarelli', 'conchoecia', 'kauralasoo', 'vinay-swamy', 'nanoporetech', 'NBISweden', 'martynakgajos', 'XianXin0418', 'StephenRicher'}","{'songlab-cal/scquint/6', 'leboralli/pipeline_ncrna/1', 'vinay-swamy/ocular_transcriptomes_pipeline/1', 'fcarelli/glre/16', 'sanjapriselac/InterdisciplinaryProject/1', 'lparsons/reference_processing/1', 'martynakgajos/nanopore-transcriptome-analysis/1', 'NBISweden/LTS-A_Andersson_2010-MASCSEQ/1', 'rmtsoa/ont_tutorial_pinfish/1', 'kauralasoo/macrophage-tuQTLs/2', 'XianXin0418/SWORD-pipeline/2', 'kauralasoo/macrophage-tuQTLs/3', 'TGAC/lncRNA-analysis/2', 'TGAC/lncRNA-analysis/1', 'petercombs/dicty/1', 'leboralli/pipeline_ncrna/2', 'vindarbot/RNA_Seq_Pipeline/3', 'StephenRicher/RNA-Flow/1', 'fcarelli/glre/17', 'nanoporetech/pipeline-pinfish-analysis/1', 'conchoecia/hormiphora/1'}",21.0,17.0,24.0,21.0,['gffread']
418,{'ALFLAG'},{'ALFLAG'},{'ALFLAG/Viral_Variant_Visualiser/1'},1.0,1.0,1.0,1.0,['needle']
419,{'wdeleeuw'},{'UvA-MAD'},"{'UvA-MAD/NGS-pipelines/4', 'UvA-MAD/NGS-pipelines/1'}",1.0,1.0,7.0,2.0,['TMAP']
420,"{'robinvanderlee', 'jaimicore'}",{'jaimicore'},"{'jaimicore/JASPAR_2020/6', 'jaimicore/JASPAR_2020/1', 'jaimicore/JASPAR_2020/5', 'jaimicore/JASPAR_2020/3', 'jaimicore/JASPAR_2020/7', 'jaimicore/JASPAR_2020/2'}",2.0,1.0,6.0,6.0,['RSAT peak-motifs']
421,{'asmmhossain'},{'asmmhossain'},{'asmmhossain/phlow/1'},1.0,1.0,1.0,1.0,['LSD']
